tic,time_idx,horizon,actual_scaled,p50_scaled,actual,p10,p50,p90
ADAUSDT,2689,5,-0.9177711274388192,-1.1335203647613525,0.3608,0.33014446099012995,0.3442702497938053,0.36112396886113307
ADAUSDT,2690,6,-0.946471726666918,-1.0488215684890747,0.3583,0.33631108739964566,0.3507614389247082,0.36796696486423514
ADAUSDT,2691,7,-1.2646094436353603,-1.1154351234436035,0.3347,0.3307249844783784,0.3453882954823385,0.3627974241145862
ADAUSDT,2686,1,-0.9697873500056938,-0.9974439740180969,0.3583,0.3419161357427673,0.35592411411528313,0.37125021943087166
ADAUSDT,2687,2,-1.1996275101908964,-1.044886589050293,0.3391,0.33858363847175804,0.351860200639166,0.3671655542213398
ADAUSDT,2688,3,-1.036025674504508,-1.2156869173049927,0.3521,0.32345183123506527,0.33783150509547577,0.3542843746555478
ADAUSDT,2689,4,-0.9177711274388192,-1.1314685344696045,0.3608,0.3308330560560795,0.3444274519355557,0.3605017225610878
ADAUSDT,2690,5,-0.946471726666918,-1.0249532461166382,0.3583,0.33890100701660403,0.35251945635557064,0.3687033062093206
ADAUSDT,2691,6,-1.2646094436353603,-1.0668749809265137,0.3347,0.3349297945135207,0.3488676151884377,0.36552448502614093
ADAUSDT,2692,7,-1.4588393933077681,-1.43999445438385,0.3208,0.30565705646737973,0.32211063605218765,0.3398961358368487
ADAUSDT,2687,1,-1.1996275101908964,-1.05363130569458,0.3391,0.3378433653090277,0.35113909636958257,0.36575075228427234
ADAUSDT,2688,2,-1.036025674504508,-1.1768921613693237,0.3521,0.3273097772743726,0.34091254120967585,0.356533414379703
ADAUSDT,2689,3,-0.9177711274388192,-1.0971826314926147,0.3608,0.3339021328685731,0.34705428584160664,0.3629147096772863
ADAUSDT,2690,4,-0.946471726666918,-1.0097702741622925,0.3583,0.34040262093029033,0.3536377557036161,0.36967637432745537
ADAUSDT,2691,5,-1.2646094436353603,-1.080591082572937,0.3347,0.33415915481988273,0.34788486060256585,0.3645483029783046
ADAUSDT,2692,6,-1.4588393933077681,-1.4135894775390625,0.3208,0.3080055804086932,0.3239470609273054,0.3416675855572435
ADAUSDT,2693,7,-1.8625456025121034,-1.5082225799560547,0.2936,0.3017303479409593,0.31745853997886303,0.33434800165837913
ADAUSDT,2688,1,-1.036025674504508,-1.1635371446609497,0.3521,0.3282676673255855,0.3419731816955311,0.3571760803365055
ADAUSDT,2689,2,-0.9177711274388192,-1.0862154960632324,0.3608,0.3350160194596565,0.3478945391438891,0.36360457427017645
ADAUSDT,2690,3,-0.946471726666918,-1.0102654695510864,0.3583,0.3404777718687025,0.35360128216720255,0.36985180114998195
