tic,time_idx,actual_scaled,p50_scaled,actual,p10,p50,p90
BTCUSDT,344,-1.2281365990683741,0.012517154216766357,105728.94075267218,103814.0051881688,112189.26749232624,125313.25286975
BTCUSDT,339,-1.5892716493170531,-0.23235246539115906,103138.22779559059,100425.47811984725,110594.18075852045,125914.1119203495
BTCUSDT,340,-1.6626127175657506,-0.0017826557159423828,102735.23581081282,103118.11641405677,111861.10783566316,125549.98365828145
BTCUSDT,341,-1.198500279756185,0.012516200542449951,105285.42490594157,103101.8953226302,111939.67670030093,125788.45937931501
BTCUSDT,342,-1.5390454313264157,-0.001775205135345459,103414.20909446248,103118.08628280957,111861.14877485772,125549.99020855258
BTCUSDT,343,-1.2762304144149967,0.00708162784576416,104858.31602968447,103110.28884005631,111909.81499675947,125710.88189821279
BTCUSDT,344,-1.2281365990683741,0.012517154216766357,105122.5802756912,103101.89270252174,111939.68194051784,125788.44496871853
BTCUSDT,345,-0.6085011579176258,0.015474975109100342,108527.33183209384,103096.82279266704,111955.93447324584,125825.41076881414
BTCUSDT,340,-1.6626127175657506,-0.0016913414001464844,90524.97749243984,91239.19508826743,107575.61363445665,133150.5649451741
BTCUSDT,341,-1.198500279756185,0.012510180473327637,95289.44883926793,91210.04476541885,107721.40318572758,133594.87362757104
BTCUSDT,342,-1.5390454313264157,-0.0017762184143066406,91793.49078088178,91240.2622201534,107574.74230658644,133149.37543577823
BTCUSDT,343,-1.2762304144149967,0.007081568241119385,94491.48918726016,91225.6846111789,107665.67430340013,133449.9590754956
BTCUSDT,344,-1.2281365990683741,0.012517213821411133,94985.20921394182,91209.9933668647,107721.4753884584,133594.87118002085
BTCUSDT,345,-0.6085011579176258,0.015475153923034668,101346.24387781628,91200.52624270196,107751.84091997989,133663.92880883467
BTCUSDT,346,-0.5542620744220701,-0.6833505034446716,101903.04981133626,90709.42040053464,100577.85774325038,121622.82624345958
BTCUSDT,341,-1.198500279756185,0.012600630521774292,94253.4191678166,90036.79772725434,107100.97184261229,133837.64094022644
BTCUSDT,342,-1.5390454313264157,-0.001782149076461792,90640.86158833242,90069.22437635835,106948.39701013535,133376.05754256397
BTCUSDT,343,-1.2762304144149967,0.0070806145668029785,93428.84543413916,90054.13021507197,107042.4146281429,133686.69932736256
BTCUSDT,344,-1.2281365990683741,0.012517213821411133,93939.0323399155,90037.90803838114,107100.08694487768,133836.43452016384
BTCUSDT,345,-0.6085011579176258,0.015474975109100342,100512.22446766926,90028.11757284166,107131.46335093978,133907.79034663382
BTCUSDT,346,-0.5542620744220701,-0.6833505034446716,101087.6013634573,89520.63583537612,99718.21060708023,121465.08491040996
BTCUSDT,347,-0.15527856500619044,-0.6833500266075134,105320.08241445321,89520.59536845578,99718.21566544527,121465.08491040996
BTCUSDT,342,-1.5390454313264157,-0.0016914606094360352,88888.25769772695,88287.26000821026,106000.24778979077,133730.24626487074
